GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Fedora Indexing Service with a Triplestore backend,org.fcrepo.camel.indexing.triplestore,TriplestoreRouter,0,165,0,0,0,47,0,3,0,3
