GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Fedora Indexing Service with a Solr backend/fcrepo-indexing-solr,org.fcrepo.camel.indexing.solr,SolrRouter,0,357,0,0,0,89,0,4,0,4
